Value,Identifier,Construction,Time Period,Adjustment
72.5,MV3L,Infrastructure new work,July to Sept 2012,Non Seasonally Adjusted
74,MV3L,Infrastructure new work,Oct to Dec 2012,Non Seasonally Adjusted
67.7,MV3L,Infrastructure new work,Jan to Mar 2013,Non Seasonally Adjusted
70.9,MV3L,Infrastructure new work,Apr to June 2013,Non Seasonally Adjusted
71.9,MV3L,Infrastructure new work,July to Sept 2013,Non Seasonally Adjusted
75.4,MV3L,Infrastructure new work,Oct to Dec 2013,Non Seasonally Adjusted
67.8,MV3L,Infrastructure new work,Jan to Mar 2014,Non Seasonally Adjusted
68.9,MV3L,Infrastructure new work,Apr to June 2014,Non Seasonally Adjusted
71.5,MV3L,Infrastructure new work,July to Sept 2014,Non Seasonally Adjusted
75,MV3L,Infrastructure new work,Oct to Dec 2014,Non Seasonally Adjusted
80.7,MV3L,Infrastructure new work,Jan to Mar 2015,Non Seasonally Adjusted
85.2,MV3L,Infrastructure new work,Apr to June 2015,Non Seasonally Adjusted
86.2,MV3L,Infrastructure new work,July to Sept 2015,Non Seasonally Adjusted
85.6,MV3L,Infrastructure new work,Oct to Dec 2015,Non Seasonally Adjusted
79.3,MV3L,Infrastructure new work,Jan to Mar 2016,Non Seasonally Adjusted
79.9,MV3L,Infrastructure new work,Apr to June 2016,Non Seasonally Adjusted
87.2,MV3L,Infrastructure new work,July to Sept 2016,Non Seasonally Adjusted
87.3,MV3L,Infrastructure new work,Oct to Dec 2016,Non Seasonally Adjusted
90.5,MV3L,Infrastructure new work,Jan to Mar 2017,Non Seasonally Adjusted
93.2,MV3L,Infrastructure new work,Apr to June 2017,Non Seasonally Adjusted
96.2,MV3L,Infrastructure new work,July to Sept 2017,Non Seasonally Adjusted
94.8,MV3L,Infrastructure new work,Oct to Dec 2017,Non Seasonally Adjusted
93.4,MV3L,Infrastructure new work,Jan to Mar 2018,Non Seasonally Adjusted
94.7,MV3L,Infrastructure new work,Apr to June 2018,Non Seasonally Adjusted
99,MV3L,Infrastructure new work,July to Sept 2018,Non Seasonally Adjusted
101.1,MV3L,Infrastructure new work,Oct to Dec 2018,Non Seasonally Adjusted
98.7,MV3L,Infrastructure new work,Jan to Mar 2019,Non Seasonally Adjusted
99.8,MV3L,Infrastructure new work,Apr to June 2019,Non Seasonally Adjusted
102.1,MV3L,Infrastructure new work,July to Sept 2019,Non Seasonally Adjusted
99.4,MV3L,Infrastructure new work,Oct to Dec 2019,Non Seasonally Adjusted
96.2,MV3L,Infrastructure new work,Jan to Mar 2020,Non Seasonally Adjusted
83,MV3L,Infrastructure new work,Apr to June 2020,Non Seasonally Adjusted
99.5,MV3L,Infrastructure new work,July to Sept 2020,Non Seasonally Adjusted
102.1,MV3L,Infrastructure new work,Oct to Dec 2020,Non Seasonally Adjusted
104.7,MV3L,Infrastructure new work,Jan to Mar 2021,Non Seasonally Adjusted
124,MV3L,Infrastructure new work,Apr to June 2021,Non Seasonally Adjusted
132.4,MV3L,Infrastructure new work,July to Sept 2021,Non Seasonally Adjusted
126.9,MV3L,Infrastructure new work,Oct to Dec 2021,Non Seasonally Adjusted
118.8,MV3L,Infrastructure new work,Jan to Mar 2022,Non Seasonally Adjusted
116.4,MV3L,Infrastructure new work,Apr to Jun 2022,Non Seasonally Adjusted
121.2,MV3L,Infrastructure new work,Jul to Sep 2022,Non Seasonally Adjusted
128.7,MV3L,Infrastructure new work,Oct to Dec 2022,Non Seasonally Adjusted
122.3,MV3L,Infrastructure new work,Jan to Mar 2023,Non Seasonally Adjusted
64,MV3L,Infrastructure new work,Jan 2010,Non Seasonally Adjusted
72.2,MV3L,Infrastructure new work,Feb 2010,Non Seasonally Adjusted
90.1,MV3L,Infrastructure new work,Mar 2010,Non Seasonally Adjusted
79.3,MV3L,Infrastructure new work,Apr 2010,Non Seasonally Adjusted
81.9,MV3L,Infrastructure new work,May 2010,Non Seasonally Adjusted
86.9,MV3L,Infrastructure new work,Jun 2010,Non Seasonally Adjusted
77.7,MV3L,Infrastructure new work,Jul 2010,Non Seasonally Adjusted
79.1,MV3L,Infrastructure new work,Aug 2010,Non Seasonally Adjusted
76.4,MV3L,Infrastructure new work,Sep 2010,Non Seasonally Adjusted
75.1,MV3L,Infrastructure new work,Oct 2010,Non Seasonally Adjusted
74.3,MV3L,Infrastructure new work,Nov 2010,Non Seasonally Adjusted
60.5,MV3L,Infrastructure new work,Dec 2010,Non Seasonally Adjusted
64.8,MV3L,Infrastructure new work,Jan 2011,Non Seasonally Adjusted
71.7,MV3L,Infrastructure new work,Feb 2011,Non Seasonally Adjusted
86,MV3L,Infrastructure new work,Mar 2011,Non Seasonally Adjusted
80.1,MV3L,Infrastructure new work,Apr 2011,Non Seasonally Adjusted
84.3,MV3L,Infrastructure new work,May 2011,Non Seasonally Adjusted
86.6,MV3L,Infrastructure new work,Jun 2011,Non Seasonally Adjusted
81.9,MV3L,Infrastructure new work,Jul 2011,Non Seasonally Adjusted
78.6,MV3L,Infrastructure new work,Aug 2011,Non Seasonally Adjusted
78,MV3L,Infrastructure new work,Sep 2011,Non Seasonally Adjusted
75.8,MV3L,Infrastructure new work,Oct 2011,Non Seasonally Adjusted
81,MV3L,Infrastructure new work,Nov 2011,Non Seasonally Adjusted
79.7,MV3L,Infrastructure new work,Dec 2011,Non Seasonally Adjusted
64.5,MV3L,Infrastructure new work,Jan 2012,Non Seasonally Adjusted
64.2,MV3L,Infrastructure new work,Feb 2012,Non Seasonally Adjusted
73.5,MV3L,Infrastructure new work,Mar 2012,Non Seasonally Adjusted
65.8,MV3L,Infrastructure new work,Apr 2012,Non Seasonally Adjusted
67.1,MV3L,Infrastructure new work,May 2012,Non Seasonally Adjusted
67.9,MV3L,Infrastructure new work,Jun 2012,Non Seasonally Adjusted
67.1,MV3L,Infrastructure new work,Jul 2012,Non Seasonally Adjusted
77.6,MV3L,Infrastructure new work,Aug 2012,Non Seasonally Adjusted
72.8,MV3L,Infrastructure new work,Sep 2012,Non Seasonally Adjusted
79.9,MV3L,Infrastructure new work,Oct 2012,Non Seasonally Adjusted
77.1,MV3L,Infrastructure new work,Nov 2012,Non Seasonally Adjusted
65.1,MV3L,Infrastructure new work,Dec 2012,Non Seasonally Adjusted
60.7,MV3L,Infrastructure new work,Jan 2013,Non Seasonally Adjusted
65.9,MV3L,Infrastructure new work,Feb 2013,Non Seasonally Adjusted
76.4,MV3L,Infrastructure new work,Mar 2013,Non Seasonally Adjusted
68.6,MV3L,Infrastructure new work,Apr 2013,Non Seasonally Adjusted
70.6,MV3L,Infrastructure new work,May 2013,Non Seasonally Adjusted
73.4,MV3L,Infrastructure new work,Jun 2013,Non Seasonally Adjusted
73.9,MV3L,Infrastructure new work,Jul 2013,Non Seasonally Adjusted
73.5,MV3L,Infrastructure new work,Aug 2013,Non Seasonally Adjusted
68.3,MV3L,Infrastructure new work,Sep 2013,Non Seasonally Adjusted
81.5,MV3L,Infrastructure new work,Oct 2013,Non Seasonally Adjusted
76.2,MV3L,Infrastructure new work,Nov 2013,Non Seasonally Adjusted
68.4,MV3L,Infrastructure new work,Dec 2013,Non Seasonally Adjusted
63.1,MV3L,Infrastructure new work,Jan 2014,Non Seasonally Adjusted
66.6,MV3L,Infrastructure new work,Feb 2014,Non Seasonally Adjusted
73.7,MV3L,Infrastructure new work,Mar 2014,Non Seasonally Adjusted
67.9,MV3L,Infrastructure new work,Apr 2014,Non Seasonally Adjusted
70.2,MV3L,Infrastructure new work,May 2014,Non Seasonally Adjusted
68.7,MV3L,Infrastructure new work,Jun 2014,Non Seasonally Adjusted
72.1,MV3L,Infrastructure new work,Jul 2014,Non Seasonally Adjusted
69.5,MV3L,Infrastructure new work,Aug 2014,Non Seasonally Adjusted
73,MV3L,Infrastructure new work,Sep 2014,Non Seasonally Adjusted
77.7,MV3L,Infrastructure new work,Oct 2014,Non Seasonally Adjusted
76.8,MV3L,Infrastructure new work,Nov 2014,Non Seasonally Adjusted
70.4,MV3L,Infrastructure new work,Dec 2014,Non Seasonally Adjusted
72.6,MV3L,Infrastructure new work,Jan 2015,Non Seasonally Adjusted
76.1,MV3L,Infrastructure new work,Feb 2015,Non Seasonally Adjusted
93.3,MV3L,Infrastructure new work,Mar 2015,Non Seasonally Adjusted
87.4,MV3L,Infrastructure new work,Apr 2015,Non Seasonally Adjusted
84.3,MV3L,Infrastructure new work,May 2015,Non Seasonally Adjusted
84,MV3L,Infrastructure new work,Jun 2015,Non Seasonally Adjusted
89.5,MV3L,Infrastructure new work,Jul 2015,Non Seasonally Adjusted
84.6,MV3L,Infrastructure new work,Aug 2015,Non Seasonally Adjusted
84.5,MV3L,Infrastructure new work,Sep 2015,Non Seasonally Adjusted
88.3,MV3L,Infrastructure new work,Oct 2015,Non Seasonally Adjusted
82.5,MV3L,Infrastructure new work,Nov 2015,Non Seasonally Adjusted
86,MV3L,Infrastructure new work,Dec 2015,Non Seasonally Adjusted
70.4,MV3L,Infrastructure new work,Jan 2016,Non Seasonally Adjusted
78,MV3L,Infrastructure new work,Feb 2016,Non Seasonally Adjusted
89.5,MV3L,Infrastructure new work,Mar 2016,Non Seasonally Adjusted
78.2,MV3L,Infrastructure new work,Apr 2016,Non Seasonally Adjusted
81.2,MV3L,Infrastructure new work,May 2016,Non Seasonally Adjusted
80.2,MV3L,Infrastructure new work,Jun 2016,Non Seasonally Adjusted
85.4,MV3L,Infrastructure new work,Jul 2016,Non Seasonally Adjusted
87.4,MV3L,Infrastructure new work,Aug 2016,Non Seasonally Adjusted
88.8,MV3L,Infrastructure new work,Sep 2016,Non Seasonally Adjusted
88.7,MV3L,Infrastructure new work,Oct 2016,Non Seasonally Adjusted
90.9,MV3L,Infrastructure new work,Nov 2016,Non Seasonally Adjusted
82.4,MV3L,Infrastructure new work,Dec 2016,Non Seasonally Adjusted
85.9,MV3L,Infrastructure new work,Jan 2017,Non Seasonally Adjusted
85.2,MV3L,Infrastructure new work,Feb 2017,Non Seasonally Adjusted
100.4,MV3L,Infrastructure new work,Mar 2017,Non Seasonally Adjusted
90.7,MV3L,Infrastructure new work,Apr 2017,Non Seasonally Adjusted
94.6,MV3L,Infrastructure new work,May 2017,Non Seasonally Adjusted
94.3,MV3L,Infrastructure new work,Jun 2017,Non Seasonally Adjusted
95.1,MV3L,Infrastructure new work,Jul 2017,Non Seasonally Adjusted
97.8,MV3L,Infrastructure new work,Aug 2017,Non Seasonally Adjusted
95.9,MV3L,Infrastructure new work,Sep 2017,Non Seasonally Adjusted
95.1,MV3L,Infrastructure new work,Oct 2017,Non Seasonally Adjusted
97.2,MV3L,Infrastructure new work,Nov 2017,Non Seasonally Adjusted
92.2,MV3L,Infrastructure new work,Dec 2017,Non Seasonally Adjusted
92.1,MV3L,Infrastructure new work,Jan 2018,Non Seasonally Adjusted
90.3,MV3L,Infrastructure new work,Feb 2018,Non Seasonally Adjusted
97.8,MV3L,Infrastructure new work,Mar 2018,Non Seasonally Adjusted
92,MV3L,Infrastructure new work,Apr 2018,Non Seasonally Adjusted
95.2,MV3L,Infrastructure new work,May 2018,Non Seasonally Adjusted
96.8,MV3L,Infrastructure new work,Jun 2018,Non Seasonally Adjusted
98.5,MV3L,Infrastructure new work,Jul 2018,Non Seasonally Adjusted
99.1,MV3L,Infrastructure new work,Aug 2018,Non Seasonally Adjusted
99.3,MV3L,Infrastructure new work,Sep 2018,Non Seasonally Adjusted
109.4,MV3L,Infrastructure new work,Oct 2018,Non Seasonally Adjusted
104.3,MV3L,Infrastructure new work,Nov 2018,Non Seasonally Adjusted
89.6,MV3L,Infrastructure new work,Dec 2018,Non Seasonally Adjusted
91.3,MV3L,Infrastructure new work,Jan 2019,Non Seasonally Adjusted
98,MV3L,Infrastructure new work,Feb 2019,Non Seasonally Adjusted
106.7,MV3L,Infrastructure new work,Mar 2019,Non Seasonally Adjusted
99.3,MV3L,Infrastructure new work,Apr 2019,Non Seasonally Adjusted
105.1,MV3L,Infrastructure new work,May 2019,Non Seasonally Adjusted
95,MV3L,Infrastructure new work,Jun 2019,Non Seasonally Adjusted
101.8,MV3L,Infrastructure new work,Jul 2019,Non Seasonally Adjusted
98.1,MV3L,Infrastructure new work,Aug 2019,Non Seasonally Adjusted
106.4,MV3L,Infrastructure new work,Sep 2019,Non Seasonally Adjusted
106.3,MV3L,Infrastructure new work,Oct 2019,Non Seasonally Adjusted
99.5,MV3L,Infrastructure new work,Nov 2019,Non Seasonally Adjusted
92.5,MV3L,Infrastructure new work,Dec 2019,Non Seasonally Adjusted
94.2,MV3L,Infrastructure new work,Jan 2020,Non Seasonally Adjusted
93.3,MV3L,Infrastructure new work,Feb 2020,Non Seasonally Adjusted
101,MV3L,Infrastructure new work,Mar 2020,Non Seasonally Adjusted
72.5,MV3L,Infrastructure new work,Apr 2020,Non Seasonally Adjusted
89.8,MV3L,Infrastructure new work,May 2020,Non Seasonally Adjusted
86.7,MV3L,Infrastructure new work,Jun 2020,Non Seasonally Adjusted
100.8,MV3L,Infrastructure new work,Jul 2020,Non Seasonally Adjusted
98.2,MV3L,Infrastructure new work,Aug 2020,Non Seasonally Adjusted
99.6,MV3L,Infrastructure new work,Sep 2020,Non Seasonally Adjusted
101.3,MV3L,Infrastructure new work,Oct 2020,Non Seasonally Adjusted
105.9,MV3L,Infrastructure new work,Nov 2020,Non Seasonally Adjusted
99.2,MV3L,Infrastructure new work,Dec 2020,Non Seasonally Adjusted
94.4,MV3L,Infrastructure new work,Jan 2021,Non Seasonally Adjusted
100.9,MV3L,Infrastructure new work,Feb 2021,Non Seasonally Adjusted
118.9,MV3L,Infrastructure new work,Mar 2021,Non Seasonally Adjusted
120.3,MV3L,Infrastructure new work,Apr 2021,Non Seasonally Adjusted
124.7,MV3L,Infrastructure new work,May 2021,Non Seasonally Adjusted
126.9,MV3L,Infrastructure new work,Jun 2021,Non Seasonally Adjusted
134.6,MV3L,Infrastructure new work,Jul 2021,Non Seasonally Adjusted
132.3,MV3L,Infrastructure new work,Aug 2021,Non Seasonally Adjusted
130.2,MV3L,Infrastructure new work,Sep 2021,Non Seasonally Adjusted
128.6,MV3L,Infrastructure new work,Oct 2021,Non Seasonally Adjusted
132.5,MV3L,Infrastructure new work,Nov 2021,Non Seasonally Adjusted
119.4,MV3L,Infrastructure new work,Dec 2021,Non Seasonally Adjusted
108.8,MV3L,Infrastructure new work,Jan 2022,Non Seasonally Adjusted
115,MV3L,Infrastructure new work,Feb 2022,Non Seasonally Adjusted
132.5,MV3L,Infrastructure new work,Mar 2022,Non Seasonally Adjusted
124.9,MV3L,Infrastructure new work,Apr 2022,Non Seasonally Adjusted
112.3,MV3L,Infrastructure new work,May 2022,Non Seasonally Adjusted
112.1,MV3L,Infrastructure new work,Jun 2022,Non Seasonally Adjusted
114.5,MV3L,Infrastructure new work,Jul 2022,Non Seasonally Adjusted
123.7,MV3L,Infrastructure new work,Aug 2022,Non Seasonally Adjusted
125.4,MV3L,Infrastructure new work,Sep 2022,Non Seasonally Adjusted
125.4,MV3L,Infrastructure new work,Oct 2022,Non Seasonally Adjusted
134.7,MV3L,Infrastructure new work,Nov 2022,Non Seasonally Adjusted
125.9,MV3L,Infrastructure new work,Dec 2022,Non Seasonally Adjusted
113.2,MV3L,Infrastructure new work,Jan 2023,Non Seasonally Adjusted
117.7,MV3L,Infrastructure new work,Feb 2023,Non Seasonally Adjusted
136.1,MV3L,Infrastructure new work,Mar 2023,Non Seasonally Adjusted
127.8,MV3L,Infrastructure new work,Apr 2023,Non Seasonally Adjusted
59.7,MV3M,Public other new work,1998,Non Seasonally Adjusted
67.6,MV3M,Public other new work,1999,Non Seasonally Adjusted
63.8,MV3M,Public other new work,2000,Non Seasonally Adjusted
64.4,MV3M,Public other new work,2001,Non Seasonally Adjusted
81.4,MV3M,Public other new work,2002,Non Seasonally Adjusted
102.3,MV3M,Public other new work,2003,Non Seasonally Adjusted
115.3,MV3M,Public other new work,2004,Non Seasonally Adjusted
103.9,MV3M,Public other new work,2005,Non Seasonally Adjusted
95.9,MV3M,Public other new work,2006,Non Seasonally Adjusted
94.6,MV3M,Public other new work,2007,Non Seasonally Adjusted
105.4,MV3M,Public other new work,2008,Non Seasonally Adjusted
127.5,MV3M,Public other new work,2009,Non Seasonally Adjusted
168,MV3M,Public other new work,2010,Non Seasonally Adjusted
155,MV3M,Public other new work,2011,Non Seasonally Adjusted
122.1,MV3M,Public other new work,2012,Non Seasonally Adjusted
111.1,MV3M,Public other new work,2013,Non Seasonally Adjusted
112.1,MV3M,Public other new work,2014,Non Seasonally Adjusted
112.9,MV3M,Public other new work,2015,Non Seasonally Adjusted
117.4,MV3M,Public other new work,2016,Non Seasonally Adjusted
114.8,MV3M,Public other new work,2017,Non Seasonally Adjusted
101.9,MV3M,Public other new work,2018,Non Seasonally Adjusted
100,MV3M,Public other new work,2019,Non Seasonally Adjusted
92.1,MV3M,Public other new work,2020,Non Seasonally Adjusted
91,MV3M,Public other new work,2021,Non Seasonally Adjusted
82.5,MV3M,Public other new work,2022,Non Seasonally Adjusted
60.9,MV3M,Public other new work,Jan to Mar 1997,Non Seasonally Adjusted
54.2,MV3M,Public other new work,Apr to June 1997,Non Seasonally Adjusted
57.7,MV3M,Public other new work,July to Sept 1997,Non Seasonally Adjusted
54.1,MV3M,Public other new work,Oct to Dec 1997,Non Seasonally Adjusted
57.3,MV3M,Public other new work,Jan to Mar 1998,Non Seasonally Adjusted
59.3,MV3M,Public other new work,Apr to June 1998,Non Seasonally Adjusted
60.8,MV3M,Public other new work,July to Sept 1998,Non Seasonally Adjusted
61.6,MV3M,Public other new work,Oct to Dec 1998,Non Seasonally Adjusted
69.3,MV3M,Public other new work,Jan to Mar 1999,Non Seasonally Adjusted
63.7,MV3M,Public other new work,Apr to June 1999,Non Seasonally Adjusted
69.8,MV3M,Public other new work,July to Sept 1999,Non Seasonally Adjusted
67.3,MV3M,Public other new work,Oct to Dec 1999,Non Seasonally Adjusted
67,MV3M,Public other new work,Jan to Mar 2000,Non Seasonally Adjusted
64.7,MV3M,Public other new work,Apr to June 2000,Non Seasonally Adjusted
61.2,MV3M,Public other new work,July to Sept 2000,Non Seasonally Adjusted
62.4,MV3M,Public other new work,Oct to Dec 2000,Non Seasonally Adjusted
56.8,MV3M,Public other new work,Jan to Mar 2001,Non Seasonally Adjusted
63,MV3M,Public other new work,Apr to June 2001,Non Seasonally Adjusted
66.2,MV3M,Public other new work,July to Sept 2001,Non Seasonally Adjusted
71.5,MV3M,Public other new work,Oct to Dec 2001,Non Seasonally Adjusted
71.9,MV3M,Public other new work,Jan to Mar 2002,Non Seasonally Adjusted
78.5,MV3M,Public other new work,Apr to June 2002,Non Seasonally Adjusted
85.4,MV3M,Public other new work,July to Sept 2002,Non Seasonally Adjusted
89.9,MV3M,Public other new work,Oct to Dec 2002,Non Seasonally Adjusted
90.3,MV3M,Public other new work,Jan to Mar 2003,Non Seasonally Adjusted
97.5,MV3M,Public other new work,Apr to June 2003,Non Seasonally Adjusted
105.7,MV3M,Public other new work,July to Sept 2003,Non Seasonally Adjusted
115.5,MV3M,Public other new work,Oct to Dec 2003,Non Seasonally Adjusted
116.4,MV3M,Public other new work,Jan to Mar 2004,Non Seasonally Adjusted
117,MV3M,Public other new work,Apr to June 2004,Non Seasonally Adjusted
115,MV3M,Public other new work,July to Sept 2004,Non Seasonally Adjusted
112.7,MV3M,Public other new work,Oct to Dec 2004,Non Seasonally Adjusted
108.9,MV3M,Public other new work,Jan to Mar 2005,Non Seasonally Adjusted
105.6,MV3M,Public other new work,Apr to June 2005,Non Seasonally Adjusted
101.4,MV3M,Public other new work,July to Sept 2005,Non Seasonally Adjusted
99.7,MV3M,Public other new work,Oct to Dec 2005,Non Seasonally Adjusted
98.3,MV3M,Public other new work,Jan to Mar 2006,Non Seasonally Adjusted
95.3,MV3M,Public other new work,Apr to June 2006,Non Seasonally Adjusted
95.3,MV3M,Public other new work,July to Sept 2006,Non Seasonally Adjusted
94.5,MV3M,Public other new work,Oct to Dec 2006,Non Seasonally Adjusted
93.5,MV3M,Public other new work,Jan to Mar 2007,Non Seasonally Adjusted
93.1,MV3M,Public other new work,Apr to June 2007,Non Seasonally Adjusted
95.7,MV3M,Public other new work,July to Sept 2007,Non Seasonally Adjusted
96,MV3M,Public other new work,Oct to Dec 2007,Non Seasonally Adjusted
100.5,MV3M,Public other new work,Jan to Mar 2008,Non Seasonally Adjusted
102.4,MV3M,Public other new work,Apr to June 2008,Non Seasonally Adjusted
108.8,MV3M,Public other new work,July to Sept 2008,Non Seasonally Adjusted
109.9,MV3M,Public other new work,Oct to Dec 2008,Non Seasonally Adjusted
109.4,MV3M,Public other new work,Jan to Mar 2009,Non Seasonally Adjusted
118.6,MV3M,Public other new work,Apr to June 2009,Non Seasonally Adjusted
133.3,MV3M,Public other new work,July to Sept 2009,Non Seasonally Adjusted
148.4,MV3M,Public other new work,Oct to Dec 2009,Non Seasonally Adjusted
